RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =         2660     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
  671 5156     0     0  con   13  1.7D+00  5.8D-02  6.047D-05        NaN
  672 5161     0     0  con    4  1.6D+00  1.3D-01  6.214D-05        NaN
  673 5166     0     0  con    4  7.8D-01  3.0D-02  7.465D-05        NaN
  674 5181     0     0  con   14  1.0D+01  7.6D-02  6.693D-05        NaN
  675 5200     0     0  con   18  7.3D+00  7.3D-01  7.123D-05        NaN
  676 5204     0     0  con    3  9.8D-01  2.9D-01  6.127D-05        NaN
  677 5209     0     0  con    4  1.1D+00  1.8D-01  7.064D-05        NaN
  678 5219     0     0  con    9  2.8D-01  2.6D-02  6.762D-05        NaN
  679 5230     0     0  con   10  5.7D+00  2.0D-01  6.701D-05        NaN
  680 5235     0     0  con    4  1.7D+00  2.2D-01  9.050D-05        NaN
  681 5248     0     0  con   12  1.5D+00  8.8D-02  7.285D-05        NaN
  682 5262     0     0  con   13  5.7D+00  4.3D-01  6.811D-05        NaN
  683 5279     0     0  con   16  1.4D+00  3.5D-01  9.696D-05        NaN
  684 5283     0     0  con    3  1.1D+00  1.3D-01  4.436D-05        NaN
  685 5287     0     0  con    3  5.3D-01  5.5D-02  4.592D-05        NaN
  686 5293     0     0  con    5  5.7D+00  3.4D-02  4.592D-05        NaN
  687 5305     0     0  con   11  3.9D+00  1.7D-01  5.393D-05        NaN
  688 5324     0     0  con   18  5.9D+00  5.3D-01  6.629D-05        NaN
  689 5329     0     0  con    4  3.7D-01  8.7D-02  6.661D-05        NaN
  690 5344     0     0  con   14  2.4D+00  5.4D-01  7.739D-05        NaN
  691 5349     0     0  con    4  6.9D-01  3.0D-02  5.624D-05        NaN
  692 5359     0     0  con    9  1.8D+00  3.9D-02  1.027D-04        NaN
  693 5363     0     0  con    3  4.6D+00  6.6D-02  5.832D-05        NaN
  694 5375     0     0  con   11  8.6D+00  2.4D-01  6.552D-05        NaN
  695 5380     0     0  con    4  4.0D-01  2.7D-01  7.841D-05        NaN
  696 5384     0     0  con    3  7.4D-01  3.3D-01  6.780D-05        NaN
  697 5397     0     0  con   12  1.6D+00  1.1D-01  4.794D-05        NaN
  698 5401     0     0  con    3  4.6D+00  3.6D-01  4.487D-05        NaN
  699 5415     0     0  con   13  1.3D+00  2.3D-02  3.824D-05        NaN
  700 5421     0     0  con    5  9.6D+00  2.1D-01  4.138D-05        NaN
  701 5431     0     0  con    9  2.0D+00  1.5D-01  5.033D-05        NaN
  702 5436     0     0  con    4  2.2D+00  9.6D-02  3.999D-05        NaN
  703 5440     0     0  con    3  3.6D-01  4.6D-02  3.999D-05        NaN
  704 5449     0     0  con    8  3.9D+00  1.6D-01  3.593D-05        NaN
  705 5461     0     0  con   11  7.9D-01  2.6D-01  4.523D-05        NaN
  706 5467     0     0  con    5  2.4D+00  1.3D-01  5.684D-05        NaN
  707 5471     0     0  con    3  3.0D-01  8.2D-02  7.741D-05        NaN
  708 5483     0     0  con   11  9.5D+00  1.6D-01  9.961D-05        NaN
  709 5489     0     0  con    5  2.4D+00  2.9D-01  7.179D-05        NaN
  710 5495     0     0  con    5  2.9D+00  2.0D-01  4.240D-05        NaN
  711 5500     0     0  con    4  8.8D-01  1.8D-01  3.486D-05        NaN
  712 5513     0     0  con   12  1.2D+00  9.0D-02  3.092D-05        NaN
  713 5520     0     0  con    6  4.6D+00  5.2D-02  4.504D-05        NaN
  714 5534     0     0  con   13  1.4D+00  8.1D-02  3.624D-05        NaN
  715 5545     0     0  con   10  5.2D+00  2.4D-01  3.128D-05        NaN
  716 5561     0     0  con   15  1.1D+00  1.6D-01  3.034D-05        NaN
  717 5571     0     0  con    9  1.5D+00  5.1D-02  3.092D-05        NaN
  718 5575     0     0  con    3  1.8D-01  4.7D-02  3.837D-05        NaN
  719 5581     0     0  con    5  8.8D+00  2.2D-01  5.037D-05        NaN
  720 5585     0     0  con    3  2.7D-01  5.2D-02  6.066D-05        NaN
  721 5592     0     0  con    6  4.6D+00  2.9D-01  4.499D-05        NaN
  722 5596     0     0  con    3  9.1D-01  1.6D-01  4.432D-05        NaN
  723 5602     0     0  con    5  7.6D-01  6.2D-02  7.632D-05        NaN
  724 5608     0     0  con    5  2.9D+00  1.3D-01  6.191D-05        NaN
  725 5619     0     0  con   10  6.5D+00  5.8D-01  7.301D-05        NaN
  726 5622     0     0  con    2  9.3D-01  5.4D-02  6.440D-05        NaN
  727 5627     0     0  con    4  1.6D+00  1.2D-01  6.648D-05        NaN
  728 5646     0     0  con   18  6.6D+00  1.4D-01  7.283D-05        NaN
  729 5649     0     0  con    2  9.1D-01  2.7D-01  9.122D-05        NaN
  730 5655     0     0  con    5  3.1D+00  2.5D-01  4.576D-05        NaN
  731 5660     0     0  con    4  1.6D+00  1.8D-01  5.442D-05        NaN
  732 5664     0     0  con    3  4.3D-01  6.6D-02  6.725D-05        NaN
  733 5675     0     0  con   10  1.8D+00  3.0D-01  5.577D-05        NaN
  734 5680     0     0  con    4  1.7D+00  5.4D-02  4.634D-05        NaN
  735 5685     0     0  con    4  4.5D+00  1.9D-02  5.344D-05        NaN
  736 5691     0     0  con    5  3.9D+00  2.0D-01  8.920D-05        NaN
  737 5707     0     0  con   15  3.0D-01  5.1D-02  4.447D-05        NaN
  738 5713     0     0  con    5  3.8D+00  2.8D-01  7.686D-05        NaN
  739 5719     0     0  con    5  7.2D+00  3.0D-01  4.829D-05        NaN
  740 5723     0     0  con    3  6.6D-01  3.3D-01  5.402D-05        NaN
  741 5728     0     0  con    4  5.6D-01  3.4D-02  4.889D-05        NaN
  742 5740     0     0  con   11  8.2D+00  2.6D-01  6.021D-05        NaN
  743 5746     0     0  con    5  1.9D+00  3.4D-02  8.311D-05        NaN
  744 5756     0     0  con    9  4.1D+00  3.6D-02  5.300D-05        NaN
  745 5766     0     0  con    9  1.1D+00  8.5D-02  5.621D-05        NaN
  746 5773     0     0  con    6  1.2D+01  1.2D-01  6.703D-05        NaN
  747 5784     0     0  con   10  1.2D+00  1.5D-01  1.128D-04        NaN
  748 5790     0     0  con    5  2.1D-01  4.7D-02  8.374D-05        NaN
  749 5799     0     0  con    8  3.0D+00  1.4D-01  8.643D-05        NaN
  750 5814     0     0  con   14  2.3D+00  1.2D-01  8.410D-05        NaN
  751 5819     0     0  con    4  1.6D+00  5.2D-02  8.427D-05        NaN
  752 5835     0     0  con   15  9.4D+00  3.6D-01  1.076D-04        NaN
  753 5840     0     0  con    4  8.3D-01  3.0D-01  9.135D-05        NaN
  754 5847     0     0  con    6  1.7D+00  9.0D-01  8.512D-05        NaN
  755 5863     0     0  con   15  1.5D+00  2.6D-01  8.381D-05        NaN
  756 5869     0     0  con    5  3.1D+00  9.3D-02  9.339D-05        NaN
  757 5874     0     0  con    4  7.7D-01  1.6D-01  6.391D-05        NaN
  758 5879     0     0  con    4  3.1D+00  2.5D-01  9.957D-05        NaN
  759 5885     0     0  con    5  2.7D+00  3.1D-01  7.347D-05        NaN
  760 5890     0     0  con    4  3.6D+00  1.4D-01  5.173D-05        NaN
  761 5895     0     0  con    4  1.9D+00  1.0D-01  3.554D-05        NaN
  762 5899     0     0  con    3  2.5D-01  2.8D-02  6.055D-05        NaN
  763 5913     0     0  con   13  9.0D+00  6.2D-02  5.144D-05        NaN
  764 5926     0     0  con   12  1.8D+00  2.5D-01  3.954D-05        NaN
  765 5940     0     0  con   13  1.4D+00  1.2D-01  6.114D-05        NaN
  766 5946     0     0  con    5  2.8D+00  8.5D-02  3.955D-05        NaN
  767 5950     0     0  con    3  1.9D-01  8.3D-02  4.018D-05        NaN
  768 5956     0     0  con    5  8.0D-01  1.5D-02  3.676D-05        NaN
  769 5964     0     0  con    7  3.2D+00  1.7D-02  4.072D-05        NaN
  770 5969     0     0  con    4  2.5D+00  1.0D-01  4.145D-05        NaN
  771 5975     0     0  con    5  2.6D+00  1.8D-01  6.892D-05        NaN
  772 5981     0     0  con    5  8.9D+00  1.3D-01  5.946D-05        NaN
  773 5986     0     0  con    4  4.4D-01  3.7D-02  5.594D-05        NaN
  774 5996     0     0  con    9  1.9D+00  3.3D-01  7.338D-05        NaN
  775 6012     0     0  con   15  9.5D+00  5.7D-01  6.685D-05        NaN
  776 6015     0     0  con    2  9.3D-01  1.6D-01  8.162D-05        NaN
  777 6025     0     0  con    9  1.5D+00  1.3D-01  6.390D-05        NaN
  778 6035     0     0  con    9  1.8D+00  1.2D-01  4.952D-05        NaN
  779 6040     0     0  con    4  8.5D-01  1.5D-01  7.220D-05        NaN
  780 6046     0     0  con    5  3.0D+00  1.5D-01  7.370D-05        NaN
  781 6051     0     0  con    4  1.6D+00  1.3D-01  4.034D-05        NaN
  782 6064     0     0  con   12  1.9D+00  5.8D-02  5.772D-05        NaN
  783 6083     0     0  con   18  6.1D+00  9.1D-02  7.505D-05        NaN
  784 6096     0     0  con   12  1.9D+00  3.7D-01  5.906D-05        NaN
  785 6101     0     0  con    4  4.1D-01  1.9D-01  4.218D-05        NaN
  786 6107     0     0  con    5  2.7D+00  8.7D-02  4.715D-05        NaN
  787 6112     0     0  con    4  3.7D+00  6.8D-02  3.656D-05        NaN
  788 6118     0     0  con    5  3.4D+00  3.0D-01  8.560D-05        NaN
  789 6123     0     0  con    4  1.6D+00  8.1D-02  5.440D-05        NaN
  790 6128     0     0  con    4  7.7D-01  3.3D-02  6.508D-05        NaN
  791 6133     0     0  con    4  3.1D+00  1.1D-01  6.785D-05        NaN
  792 6138     0     0  con    4  4.6D+00  3.8D-01  1.266D-04        NaN
  793 6141     0     0  con    2  9.4D-01  7.2D-02  1.083D-04        NaN
  794 6159     0     0  con   17  1.8D+00  9.2D-02  9.464D-05        NaN
  795 6164     0     0  con    4  2.6D+00  7.0D-01  8.824D-05        NaN
  796 6168     0     0  con    3  9.3D-01  5.0D-01  1.076D-04        NaN
  797 6186     0     0  con   17  1.4D+00  3.8D-01  1.118D-04        NaN
  798 6199     0     0  con   12  1.9D+00  5.3D-01  1.198D-04        NaN
  799 6205     0     0  con    5  2.4D+00  4.2D-01  1.348D-04        NaN
  800 6222     0     0  con   16  7.4D+00  3.6D-01  1.064D-04        NaN
  801 6227     0     0  con    4  3.8D-01  4.0D-01  7.223D-05        NaN
  802 6245     0     0  con   17  1.8D+00  5.7D-01  1.049D-04        NaN
  803 6250     0     0  con    4  3.9D-01  4.3D-01  9.079D-05        NaN
  804 6256     0     0  con    5  2.9D+00  4.7D-01  1.331D-04        NaN
  805 6262     0     0  con    5  3.4D+00  6.3D-01  1.099D-04        NaN
  806 6272     0     0  con    9  1.5D+00  3.7D-01  9.737D-05        NaN
  807 6277     0     0  con    4  5.7D-01  2.2D-01  1.141D-04        NaN
  808 6282     0     0  con    4  2.9D+00  1.9D-01  9.169D-05        NaN
  809 6290     0     0  con    7  1.3D+00  7.9D-02  1.099D-04        NaN
  810 6301     0     0  con   10  2.1D+00  2.4D-01  8.780D-05        NaN
  811 6318     0     0  con   16  5.6D+00  6.6D-01  6.073D-05        NaN
  812 6335     0     0  con   16  1.2D+00  7.3D-01  5.533D-05        NaN
  813 6339     0     0  con    3  5.6D-01  4.2D-01  5.382D-05        NaN
  814 6353     0     0  con   13  1.3D+00  2.8D-01  6.648D-05        NaN
  815 6358     0     0  con    4  7.7D-01  2.2D-01  6.349D-05        NaN
  816 6375     0     0  con   16  5.3D+00  4.5D-01  4.325D-05        NaN
  817 6390     0     0  con   14  2.4D+00  4.0D-02  4.949D-05        NaN
  818 6405     0     0  con   14  8.2D+00  2.7D-01  3.945D-05        NaN
  819 6410     0     0  con    4  2.0D+00  1.3D-01  4.675D-05        NaN
  820 6415     0     0  con    4  7.4D-01  6.8D-02  4.756D-05        NaN
  821 6420     0     0  con    4  6.3D-01  1.9D-01  4.038D-05        NaN
  822 6426     0     0  con    5  4.1D+00  1.3D-01  4.839D-05        NaN
  823 6445     0     0  con   18  7.2D+00  5.2D-01  8.456D-05        NaN
  824 6450     0     0  con    4  1.2D+00  3.7D-01  5.497D-05        NaN
  825 6464     0     0  con   13  1.3D+00  1.1D-01  5.522D-05        NaN
  826 6468     0     0  con    3  5.2D-01  1.4D-01  5.758D-05        NaN
  827 6482     0     0  con   13  8.4D+00  5.5D-02  9.552D-05        NaN
  828 6488     0     0  con    5  2.5D+00  4.0D-01  8.887D-05        NaN
  829 6491     0     0  con    2  9.9D-01  4.6D-02  8.418D-05        NaN
  830 6508     0     0  con   16  5.9D+00  1.4D+00  9.872D-05        NaN
  831 6525     0     0  con   16  1.5D+00  6.5D-01  1.555D-04        NaN
  832 6531     0     0  con    5  3.7D+00  6.0D-01  1.592D-04        NaN
  833 6535     0     0  con    3  7.4D-01  3.4D-01  2.130D-04        NaN
  834 6542     0     0  con    6  2.9D+00  4.5D-01  1.870D-04        NaN
  835 6556     0     0  con   13  1.3D+00  6.5D-01  1.578D-04        NaN
  836 6571     0     0  con   14  2.5D+00  4.8D-01  1.529D-04        NaN
  837 6575     0     0  con    3  7.9D-01  2.8D-01  1.217D-04        NaN
  838 6589     0     0  con   13  1.7D+00  3.1D-01  1.476D-04        NaN
  839 6595     0     0  con    5  2.7D+00  3.6D-01  1.693D-04        NaN
  840 6600     0     0  con    4  4.9D+00  1.1D-01  1.576D-04        NaN
  841 6605     0     0  con    4  2.9D+00  6.8D-01  1.397D-04        NaN
  842 6611     0     0  con    5  2.5D+00  6.2D-01  7.910D-05        NaN
  843 6616     0     0  con    4  5.7D-01  2.1D-01  9.857D-05        NaN
  844 6619     0     0  con    2  9.8D-01  1.2D-01  4.598D-05        NaN
  845 6632     0     0  con   12  3.2D-01  2.0D-01  5.102D-05        NaN
  846 6650     0     0  con   17  5.1D+00  4.8D-01  9.802D-05        NaN
  847 6667     0     0  con   16  1.3D+00  6.5D-01  5.099D-05        NaN
  848 6672     0     0  con    4  7.2D-01  2.2D-01  4.055D-05        NaN
  849 6681     0     0  con    8  2.9D+00  1.0D-01  6.933D-05        NaN
  850 6695     0     0  con   13  2.3D+00  4.8D-02  5.595D-05        NaN
  851 6713     0     0  con   17  1.6D+00  1.2D-01  6.122D-05        NaN
  852 6718     0     0  con    4  4.6D+00  2.9D-01  8.746D-05        NaN
  853 6723     0     0  con    4  2.1D+00  3.0D-01  4.670D-05        NaN
  854 6726     0     0  con    2  9.4D-01  2.3D-01  7.064D-05        NaN
  855 6732     0     0  con    5  2.7D+00  3.2D-01  6.845D-05        NaN
  856 6737     0     0  con    4  5.1D-01  1.3D-01  6.766D-05        NaN
  857 6742     0     0  con    4  1.6D+00  3.4D-01  6.358D-05        NaN
  858 6758     0     0  con   15  9.0D+00  1.4D-01  5.619D-05        NaN
  859 6763     0     0  con    4  2.1D-01  1.6D-01  6.557D-05        NaN
  860 6768     0     0  con    4  2.9D+00  1.7D-01  4.425D-05        NaN
  861 6772     0     0  con    3  8.5D-01  9.6D-02  5.524D-05        NaN
  862 6783     0     0  con   10  1.1D+00  4.0D-01  4.597D-05        NaN
  863 6794     0     0  con   10  6.5D+00  2.0D-01  4.033D-05        NaN
  864 6799     0     0  con    4  2.0D+00  2.9D-01  6.601D-05        NaN
  865 6804     0     0  con    4  3.4D+00  1.4D-01  6.730D-05        NaN
  866 6810     0     0  con    5  2.6D+00  6.8D-01  6.798D-05        NaN
  867 6815     0     0  con    4  4.4D-01  2.2D-01  6.172D-05        NaN
  868 6831     0     0  con   15  1.2D+00  3.3D-01  5.002D-05        NaN
  869 6843     0     0  con   11  3.4D+01  2.8D-01  5.933D-05        NaN
  870 6848     0     0  con    4  6.2D-01  3.9D-01  4.578D-05        NaN
  871 6859     0     0  con   10  2.1D+00  2.4D-01  6.095D-05        NaN
  872 6869     0     0  con    9  6.5D+00  1.5D-01  5.603D-05        NaN
  873 6873     0     0  con    3  1.7D-01  6.7D-02  6.477D-05        NaN
  874 6887     0     0  con   13  2.3D+00  2.0D-01  5.841D-05        NaN
  875 6900     0     0  con   12  1.7D+00  4.1D-02  6.538D-05        NaN
  876 6906     0     0  con    5  3.7D+00  4.2D-01  4.587D-05        NaN
  877 6912     0     0  con    5  1.8D+00  1.7D-01  3.857D-05        NaN
  878 6918     0     0  con    5  2.4D+00  1.9D-01  3.418D-05        NaN
  879 6923     0     0  con    4  1.3D+00  1.5D-01  3.821D-05        NaN
  880 6929     0     0  con    5  4.2D+00  3.3D-01  3.374D-05        NaN
  881 6935     0     0  con    5  2.4D+00  1.2D-01  6.554D-05        NaN
  882 6940     0     0  con    4  2.4D+00  4.8D-02  5.445D-05        NaN
  883 6945     0     0  con    4  2.9D+00  4.5D-01  6.531D-05        NaN
  884 6959     0     0  con   13  1.3D+00  2.4D-01  6.152D-05        NaN
  885 6964     0     0  con    4  1.5D+00  2.2D-01  1.005D-04        NaN
  886 6971     0     0  con    6  1.5D+01  9.3D-01  5.844D-05        NaN
  887 6981     0     0  con    9  1.4D+00  4.0D-01  9.629D-05        NaN
  888 6996     0     0  con   14  2.4D+00  1.1D-01  7.677D-05        NaN
  889 7001     0     0  con    4  2.1D+00  1.9D-01  7.064D-05        NaN
  890 7005     0     0  con    3  7.0D-01  1.7D-01  5.915D-05        NaN
  891 7011     0     0  con    5  4.1D+00  2.0D-01  7.733D-05        NaN
  892 7016     0     0  con    4  4.5D+00  6.7D-01  1.282D-04        NaN
  893 7029     0     0  con   12  1.3D+00  5.9D-01  7.817D-05        NaN
  894 7039     0     0  con    9  3.1D-01  2.6D-01  7.631D-05        NaN
  895 7045     0     0  con    5  3.8D+00  2.5D-01  7.621D-05        NaN
  896 7051     0     0  con    5  6.0D+00  5.0D-01  8.367D-05        NaN
  897 7055     0     0  con    3  1.9D-01  1.3D-01  8.708D-05        NaN
  898 7060     0     0  con    4  3.8D+00  1.7D-01  7.906D-05        NaN
  899 7065     0     0  con    4  2.0D+00  5.8D-01  7.146D-05        NaN
  900 7077     0     0  con   11  9.0D+00  7.5D-01  7.105D-05        NaN
  901 7081     0     0  con    3  7.3D-01  3.1D-01  5.812D-05        NaN
  902 7099     0     0  con   17  1.5D+00  5.2D-01  6.894D-05        NaN
  903 7103     0     0  con    3  5.9D-01  3.2D-01  6.372D-05        NaN
  904 7109     0     0  con    5  4.2D+00  5.1D-01  6.533D-05        NaN
  905 7114     0     0  con    4  3.4D-01  2.3D-01  7.475D-05        NaN
  906 7127     0     0  con   12  1.2D+00  4.8D-01  4.495D-05        NaN
  907 7133     0     0  con    5  7.8D+00  1.4D-01  5.217D-05        NaN
  908 7138     0     0  con    4  7.0D-01  2.0D-01  5.435D-05        NaN
  909 7151     0     0  con   12  1.5D+00  4.9D-01  4.639D-05        NaN
  910 7156     0     0  con    4  4.9D+00  3.2D-01  5.946D-05        NaN
  911 7172     0     0  con   15  1.2D+00  1.1D-01  5.689D-05        NaN
  912 7176     0     0  con    3  6.6D-01  5.6D-02  6.059D-05        NaN
  913 7182     0     0  con    5  3.2D+00  1.8D-01  8.093D-05        NaN
  914 7188     0     0  con    5  6.3D+00  6.2D-01  1.108D-04        NaN
  915 7192     0     0  con    3  9.3D-01  1.8D-01  7.818D-05        NaN
  916 7196     0     0  con    3  4.5D+00  8.0D-01  1.420D-04        NaN
  917 7201     0     0  con    4  5.8D-01  3.9D-01  1.638D-04        NaN
  918 7206     0     0  con    4  3.9D+00  1.0D+00  1.347D-04        NaN
  919 7211     0     0  con    4  1.3D+00  1.4D+00  9.494D-05        NaN
  920 7221     0     0  con    9  1.3D+00  4.9D-01  1.305D-04        NaN
  921 7239     0     0  con   17  6.6D+00  1.9D+00  1.187D-04        NaN
  922 7249     0     0  con    9  4.0D+00  9.4D-01  1.458D-04        NaN
  923 7253     0     0  con    3  4.8D-01  2.9D-01  1.250D-04        NaN
  924 7267     0     0  con   13  1.1D+00  5.0D-01  1.098D-04        NaN
  925 7274     0     0  con    6  7.4D+00  3.2D-01  9.993D-05        NaN
  926 7280     0     0  con    5  2.7D+00  1.5D+00  1.305D-04        NaN
  927 7285     0     0  con    4  2.4D+00  8.9D-01  8.143D-05        NaN
  928 7295     0     0  con    9  2.1D-01  2.3D-01  1.136D-04        NaN
  929 7313     0     0  con   17  1.4D+00  1.4D+00  1.312D-04        NaN
  930 7331     0     0  con   17  1.3D+00  3.8D-01  1.603D-04        NaN
  931 7336     0     0  con    4  7.4D-01  6.9D-01  2.108D-04        NaN
  932 7340     0     0  con    3  4.5D+00  1.8D+00  1.530D-04        NaN
  933 7345     0     0  con    4  1.9D+00  2.7D-01  2.021D-04        NaN
  934 7359     0     0  con   13  4.0D-01  1.3D+00  2.016D-04        NaN
  935 7373     0     0  con   13  4.3D-01  9.7D-01  2.041D-04        NaN
  936 7377     0     0  con    3  1.0D+00  1.2D-01  1.783D-04        NaN
  937 7381     0     0  con    3  4.6D+00  2.4D+00  2.722D-04        NaN
  938 7385     0     0  con    3  8.7D-01  1.9D+00  2.743D-04        NaN
  939 7389     0     0  con    3  8.7D-01  1.4D+00  3.282D-04        NaN
  940 7393     0     0  con    3  2.9D-01  3.8D-01  1.581D-04        NaN
  941 7411     0     0  con   17  1.7D+00  3.3D-01  2.237D-04        NaN
  942 7416     0     0  con    4  5.0D+00  4.5D-01  1.374D-04        NaN
  943 7426     0     0  con    9  3.5D+00  7.6D-01  1.579D-04        NaN
  944 7431     0     0  con    4  1.1D+00  5.2D-01  1.962D-04        NaN
  945 7447     0     0  con   15  1.3D+00  3.9D-01  1.523D-04        NaN
  946 7452     0     0  con    4  2.6D-01  4.4D-01  1.114D-04        NaN
  947 7470     0     0  con   17  1.4D+00  2.0D-01  1.057D-04        NaN
  948 7475     0     0  con    4  3.9D-01  1.2D-01  1.153D-04        NaN
  949 7480     0     0  con    4  2.7D+00  1.5D-01  1.243D-04        NaN
  950 7486     0     0  con    5  3.0D+00  3.1D-01  7.097D-05        NaN
  951 7490     0     0  con    3  5.4D-01  4.1D-02  8.145D-05        NaN
  952 7495     0     0  con    4  2.5D+00  3.6D-01  7.097D-05        NaN
  953 7501     0     0  con    5  3.2D+00  4.9D-01  9.340D-05        NaN
  954 7507     0     0  con    5  3.2D+00  7.2D-01  6.904D-05        NaN
  955 7513     0     0  con    5  2.5D+00  1.1D+00  1.044D-04        NaN
  956 7531     0     0  con   17  1.3D+00  1.2D+00  1.065D-04        NaN
  957 7536     0     0  con    4  3.2D+00  2.6D-01  1.154D-04        NaN
  958 7555     0     0  con   18  5.9D+00  2.7D+00  8.018D-05        NaN
  959 7560     0     0  con    4  4.9D-01  1.2D+00  9.580D-05        NaN
  960 7565     0     0  con    4  1.2D+00  4.7D-01  5.951D-05        NaN
  961 7580     0     0  con   14  2.1D+00  9.6D-01  5.968D-05        NaN
  962 7585     0     0  con    4  3.8D+00  7.2D-01  4.613D-05        NaN
  963 7598     0     0  con   12  1.5D+00  5.7D-01  5.231D-05        NaN
  964 7603     0     0  con    4  4.8D-01  1.1D-01  5.383D-05        NaN
  965 7614     0     0  con   10  7.9D+00  3.7D-02  5.263D-05        NaN
  966 7619     0     0  con    4  2.0D+00  5.7D-01  3.555D-05        NaN
  967 7634     0     0  con   14  2.0D+00  1.1D-01  4.533D-05        NaN
  968 7639     0     0  con    4  4.3D+00  1.1D-01  7.454D-05        NaN
  969 7644     0     0  con    4  2.8D+00  1.0D-01  4.717D-05        NaN
  970 7649     0     0  con    4  1.7D+00  1.4D-01  4.495D-05        NaN
  971 7663     0     0  con   13  1.4D+00  2.5D-01  5.329D-05        NaN
  972 7670     0     0  con    6  4.7D+00  4.3D-02  5.086D-05        NaN
  973 7675     0     0  con    4  3.7D+00  7.5D-01  4.471D-05        NaN
  974 7691     0     0  con   15  1.3D+00  1.3D+00  7.158D-05        NaN
  975 7696     0     0  con    4  1.4D+00  4.8D-01  9.556D-05        NaN
  976 7701     0     0  con    4  1.4D+00  2.0D-01  1.027D-04        NaN
  977 7706     0     0  con    4  4.9D+00  5.5D-01  7.018D-05        NaN
  978 7711     0     0  con    4  2.5D+00  5.4D-01  5.408D-05        NaN
  979 7716     0     0  con    4  2.3D+00  1.7D-01  6.804D-05        NaN
  980 7729     0     0  con   12  1.8D+00  5.4D-01  6.966D-05        NaN
  981 7739     0     0  con    9  2.2D+00  3.7D-01  5.281D-05        NaN
  982 7752     0     0  con   12  2.6D-01  1.1D-01  5.227D-05        NaN
  983 7767     0     0  con   14  2.1D+00  3.0D-01  3.889D-05        NaN
  984 7773     0     0  con    5  1.3D+01  6.4D-01  3.361D-05        NaN
  985 7778     0     0  con    4  2.2D+00  1.4D-01  4.444D-05        NaN
  986 7788     0     0  con    9  1.2D+00  1.8D-01  3.803D-05        NaN
  987 7793     0     0  con    4  1.2D+00  8.5D-02  4.951D-05        NaN
  988 7811     0     0  con   17  5.7D+00  9.8D-02  2.929D-05        NaN
  989 7816     0     0  con    4  2.7D+00  2.7D-01  2.945D-05        NaN
  990 7825     0     0  con    8  8.9D-01  2.4D-01  3.830D-05        NaN
  991 7829     0     0  con    3  1.1D+00  4.1D-02  3.721D-05        NaN
  992 7833     0     0  con    3  4.5D+00  5.8D-02  4.713D-05        NaN
  993 7837     0     0  con    3  1.1D+00  2.3D-02  6.788D-05        NaN
  994 7852     0     0  con   14  5.6D+00  1.2D+00  7.700D-05        NaN
  995 7867     0     0  con   14  1.8D+00  5.5D-01  4.643D-05        NaN
  996 7882     0     0  con   14  1.8D+00  3.4D-01  3.742D-05        NaN
  997 7886     0     0  con    3  7.4D-01  2.4D-01  3.974D-05        NaN
  998 7890     0     0  con    3  4.4D-01  5.9D-02  3.659D-05        NaN
  999 7905     0     0  con   14  1.9D+00  4.7D-02  5.001D-05        NaN
 1000 7910     0     0  con    4  2.4D+00  7.8D-02  3.429D-05        NaN
 1001 7915     0     0  con    4  1.6D+00  3.7D-01  3.071D-05        NaN
 1002 7919     0     0  con    3  1.1D+00  5.6D-02  3.864D-05        NaN
 1003 7925     0     0  con    5  3.1D+00  1.1D-01  4.836D-05        NaN
 1004 7940     0     0  con   14  2.1D+00  3.3D-01  3.591D-05        NaN
 1005 7945     0     0  con    4  4.8D-01  4.9D-02  4.972D-05        NaN
 1006 7950     0     0  con    4  1.7D+00  1.1D-01  5.991D-05        NaN
 1007 7955     0     0  con    4  3.1D+00  1.0D-01  6.621D-05        NaN
 1008 7960     0     0  con    4  7.3D-01  3.9D-01  5.976D-05        NaN
 1009 7965     0     0  con    4  4.5D+00  1.1D+00  8.220D-05        NaN
 1010 7969     0     0  con    3  6.6D-01  5.2D-01  6.206D-05        NaN
 1011 7982     0     0  con   12  1.9D+00  4.2D-01  6.696D-05        NaN
 1012 7988     0     0  con    5  2.8D+00  6.5D-01  6.270D-05        NaN
 1013 7993     0     0  con    4  1.7D+00  1.2D-01  7.393D-05        NaN
 1014 8009     0     0  con   15  8.3D+00  3.4D-01  1.058D-04        NaN
 1015 8026     0     0  con   16  1.0D+00  5.1D-01  7.037D-05        NaN
 1016 8032     0     0  con    5  1.6D+00  2.7D-01  7.113D-05        NaN
 1017 8036     0     0  con    3  1.9D-01  4.8D-02  7.997D-05        NaN
 1018 8042     0     0  con    5  3.6D+00  1.5D-01  9.445D-05        NaN
 1019 8053     0     0  con   10  1.5D+00  5.0D-02  5.802D-05        NaN
 1020 8058     0     0  con    4  1.3D+00  1.9D-01  6.672D-05        NaN
 1021 8063     0     0  con    4  7.5D-01  1.3D-01  7.412D-05        NaN
 1022 8069     0     0  con    5  2.5D+00  1.7D-01  4.928D-05        NaN
